
,transaction_id,product_id,quantity,total_transaction_amount,transaction_date
0,1,75,11,2216,2022-05-07
1,2,25,6,7726,2023-12-23
2,3,7,7,6018,2023-07-09
3,4,46,10,2257,2023-05-06
4,5,18,10,5064,2022-10-21
5,6,58,11,9443,2024-06-13
6,7,46,17,4594,2023-04-21
7,8,89,6,5587,2023-10-15
8,9,11,9,674,2023-12-06
9,10,73,20,2381,2024-12-27
10,11,31,9,6716,2023-10-12
11,12,92,13,1313,2022-08-07
12,13,31,18,2356,2024-08-24
13,14,54,17,4822,2022-06-05
14,15,22,4,5279,2024-07-25
15,16,74,8,4921,2023-05-16
16,17,84,1,3390,2023-08-16
17,18,95,5,1423,2022-12-21
18,19,18,10,7252,2023-10-21
19,20,94,10,2363,2024-08-22
20,21,16,19,5472,2022-10-02
21,22,82,12,778,2023-07-25
22,23,89,2,5838,2024-08-14
23,24,23,18,8842,2022-03-22
24,25,79,12,7956,2022-04-01
25,26,25,4,5078,2024-08-21
26,27,58,14,8886,2022-03-04
27,28,30,6,2716,2022-02-13
28,29,40,1,460,2022-06-03
29,30,83,1,8586,2024-01-18
30,31,87,5,106,2024-06-01
31,32,17,5,9984,2023-02-14
32,33,86,2,5758,2024-08-12
33,34,63,13,673,2022-06-25
34,35,71,9,4620,2024-06-04
35,36,34,19,1249,2022-02-17
36,37,69,10,2559,2023-09-09
37,38,89,5,2429,2022-11-04
38,39,62,19,6423,2023-05-12
39,40,13,15,9242,2024-05-20
40,41,90,20,3261,2024-07-17
41,42,41,1,3075,2023-01-08
42,43,10,9,8188,2024-04-26
43,44,34,15,8583,2023-01-14
44,45,93,6,277,2024-08-13
45,46,43,9,3533,2022-10-12
46,47,16,9,842,2023-04-02
47,48,9,19,1806,2022-08-07
48,49,83,13,9719,2024-03-02
49,50,55,7,8004,2022-01-04
50,51,10,10,7678,2022-05-16
51,52,28,2,3527,2024-01-14
52,53,4,19,5080,2023-07-13
53,54,46,17,7581,2024-09-22
54,55,37,3,2578,2022-07-10
55,56,83,9,5397,2024-03-19
56,57,7,9,6366,2022-08-13
57,58,60,12,1563,2023-09-10
58,59,83,12,4653,2023-08-25
59,60,54,11,1118,2022-11-01
60,61,96,13,8189,2023-10-22
61,62,57,20,2416,2024-09-02
62,63,10,11,4893,2022-04-08
63,64,18,1,2437,2022-10-01
64,65,84,2,2505,2022-06-13
65,66,54,11,5256,2024-01-01
66,67,12,1,9012,2023-02-10
67,68,9,8,9959,2024-12-17
68,69,39,11,5359,2024-11-07
69,70,71,14,2021,2024-10-18
70,71,75,17,5765,2023-04-06
71,72,87,10,6852,2023-06-10
72,73,7,17,3948,2023-08-06
73,74,46,3,1005,2022-01-08
74,75,2,12,3276,2023-04-13
75,76,85,20,1012,2024-03-27
76,77,49,1,5167,2023-05-20
77,78,2,15,5506,2024-10-21
78,79,100,2,7863,2023-09-12
79,80,68,14,2184,2022-12-22
80,81,81,11,2064,2022-12-04
81,82,77,7,1887,2024-02-18
82,83,36,20,3914,2022-12-21
83,84,12,1,7883,2022-11-23
84,85,100,14,8026,2022-11-19
85,86,17,3,309,2022-03-08
86,87,98,14,1781,2022-10-18
87,88,62,2,4641,2024-02-01
88,89,85,8,7532,2024-02-08
89,90,45,9,4552,2024-05-18
90,91,80,4,272,2023-02-04
91,92,33,19,3875,2024-11-24
92,93,96,13,8447,2022-04-20
93,94,7,11,9511,2022-10-17
94,95,64,19,9813,2024-09-08
95,96,64,12,1383,2023-10-27
96,97,42,12,9201,2024-10-19
97,98,8,13,179,2024-02-11
98,99,32,11,3037,2022-06-03
99,100,9,7,5050,2024-10-17
