
,transaction_id,product_id,quantity,total_transaction_amount,transaction_date
0,1,48,12,2735,2023-04-10
1,2,64,7,1246,2023-01-07
2,3,17,6,1081,2023-09-14
3,4,54,14,3827,2022-07-22
4,5,47,12,8864,2022-04-15
5,6,67,5,1516,2023-03-21
6,7,30,4,7676,2023-07-01
7,8,62,14,6820,2022-04-18
8,9,34,4,4754,2024-06-18
9,10,2,9,2994,2024-02-22
10,11,75,2,7288,2022-12-19
11,12,43,19,5480,2024-07-02
12,13,41,18,6703,2023-03-12
13,14,78,1,6661,2022-11-25
14,15,22,11,1170,2023-08-21
15,16,80,9,3812,2023-09-10
16,17,27,14,7020,2024-04-08
17,18,66,19,3123,2023-07-05
18,19,38,14,9525,2023-06-02
19,20,5,2,4373,2022-12-25
20,21,79,14,5710,2023-11-08
21,22,83,19,1821,2023-06-21
22,23,97,20,6184,2022-02-04
23,24,35,15,392,2023-11-16
24,25,100,2,4087,2024-03-14
25,26,93,7,7444,2022-03-10
26,27,61,20,5260,2022-06-25
27,28,4,2,918,2022-09-06
28,29,33,3,5320,2024-04-17
29,30,20,4,4992,2022-10-01
30,31,58,17,9855,2023-02-23
31,32,64,17,5373,2024-10-06
32,33,82,10,2163,2024-11-12
33,34,60,17,1148,2022-06-08
34,35,17,2,6136,2024-06-20
35,36,59,15,4714,2024-10-23
36,37,7,11,7056,2024-07-12
37,38,54,17,2654,2024-01-11
38,39,40,19,6076,2022-03-19
39,40,59,15,6713,2022-08-19
40,41,95,1,1236,2022-11-14
41,42,93,3,3956,2023-11-03
42,43,81,1,9770,2023-09-06
43,44,56,20,9878,2023-10-04
44,45,40,11,2461,2022-01-06
45,46,41,10,2244,2024-09-05
46,47,82,11,7662,2024-12-23
47,48,86,18,1836,2024-12-06
48,49,55,9,6316,2023-04-10
49,50,27,11,9396,2024-06-23
50,51,71,6,4066,2024-10-03
51,52,41,14,8277,2024-07-01
52,53,59,16,4223,2024-08-11
53,54,53,5,1380,2022-02-08
54,55,83,12,9699,2024-12-05
55,56,98,19,5215,2023-12-25
56,57,12,8,6811,2022-11-03
57,58,24,8,8207,2023-09-02
58,59,72,9,9070,2024-06-11
59,60,80,18,4364,2022-08-19
60,61,7,9,8961,2024-05-17
61,62,97,1,2091,2022-07-20
62,63,20,14,7226,2024-06-27
63,64,33,10,5121,2023-07-14
64,65,97,2,2441,2022-07-27
65,66,11,7,8174,2022-09-21
66,67,24,8,2143,2024-01-12
67,68,32,12,8640,2024-06-08
68,69,45,15,1148,2024-02-06
69,70,64,19,3966,2024-12-10
70,71,1,19,1277,2022-11-26
71,72,12,11,3822,2023-02-02
72,73,49,14,1283,2024-06-09
73,74,91,10,3369,2024-06-16
74,75,72,20,5145,2022-12-14
75,76,6,19,6392,2022-05-14
76,77,77,1,3627,2022-11-16
77,78,3,13,8148,2024-04-11
78,79,89,19,232,2023-04-19
79,80,75,20,2231,2022-02-04
80,81,45,2,7344,2024-08-26
81,82,21,19,3889,2023-09-18
82,83,27,19,4425,2023-08-27
83,84,41,8,8441,2023-03-25
84,85,63,7,7911,2022-11-07
85,86,62,8,9343,2022-12-26
86,87,26,12,6879,2023-10-10
87,88,65,3,1034,2024-08-10
88,89,94,6,5394,2022-10-19
89,90,94,19,7845,2022-07-23
90,91,13,3,6528,2023-03-21
91,92,60,9,6510,2024-10-23
92,93,88,15,1877,2024-02-06
93,94,18,18,2404,2022-11-10
94,95,45,9,5189,2023-06-22
95,96,70,8,4521,2024-05-27
96,97,99,11,9518,2024-10-12
97,98,3,7,2239,2023-10-05
98,99,80,20,4691,2022-08-11
99,100,8,6,1788,2024-07-06
