
,transaction_id,product_id,quantity,total_transaction_amount,transaction_date
0,1,43,16,3364,2023-08-12
1,2,97,14,3828,2023-09-04
2,3,38,18,3711,2024-01-24
3,4,16,18,984,2024-08-11
4,5,8,13,5907,2023-02-21
5,6,59,13,1565,2023-01-20
6,7,83,2,1695,2023-08-01
7,8,24,2,9323,2023-10-02
8,9,68,12,7788,2023-12-12
9,10,37,16,8375,2023-07-23
10,11,5,6,823,2024-08-17
11,12,71,16,8413,2024-11-09
12,13,79,12,9070,2022-07-02
13,14,71,17,1120,2024-12-08
14,15,90,2,7120,2024-10-23
15,16,22,20,2352,2023-03-01
16,17,10,16,2359,2024-09-08
17,18,19,4,3881,2022-01-05
18,19,94,4,7937,2022-01-09
19,20,51,3,623,2022-11-26
20,21,16,13,2775,2024-09-26
21,22,18,18,7896,2023-11-26
22,23,97,2,8400,2022-06-07
23,24,22,1,1074,2022-04-22
24,25,75,1,9501,2023-01-10
25,26,52,14,6326,2024-12-21
26,27,60,3,3372,2023-03-08
27,28,97,11,7651,2022-09-23
28,29,44,17,1290,2022-03-09
29,30,10,10,2292,2024-07-22
30,31,73,4,9598,2022-01-21
31,32,42,9,2960,2023-06-12
32,33,79,19,6030,2023-04-11
33,34,10,11,305,2024-07-07
34,35,37,17,3270,2022-03-26
35,36,23,6,8683,2022-11-21
36,37,43,20,4644,2024-12-08
37,38,5,3,211,2022-04-01
38,39,5,20,9481,2022-07-08
39,40,63,7,9008,2022-08-16
40,41,45,18,3910,2022-10-17
41,42,30,20,8210,2024-11-27
42,43,9,17,6346,2023-09-10
43,44,50,15,998,2024-07-23
44,45,26,12,3135,2022-05-03
45,46,88,9,2249,2023-01-25
46,47,58,10,588,2024-07-12
47,48,62,18,1013,2022-08-11
48,49,29,3,9582,2023-12-23
49,50,7,18,8258,2024-10-10
50,51,3,19,5356,2023-09-04
51,52,92,18,4508,2023-10-19
52,53,16,13,7270,2022-06-27
53,54,26,17,659,2022-12-15
54,55,35,10,6833,2022-03-25
55,56,99,6,9327,2024-02-15
56,57,95,12,6362,2022-08-05
57,58,57,14,1016,2024-04-03
58,59,65,7,1304,2022-02-26
59,60,82,17,5226,2022-01-27
60,61,92,6,7235,2022-12-02
61,62,89,2,4764,2022-03-11
62,63,84,1,1121,2024-03-08
63,64,49,5,2623,2024-02-11
64,65,64,13,7717,2023-12-15
65,66,23,4,2448,2024-10-06
66,67,85,20,5467,2022-04-04
67,68,75,9,4474,2024-04-15
68,69,90,9,4212,2024-05-11
69,70,4,17,6338,2023-10-24
70,71,51,10,8286,2024-10-18
71,72,56,8,4795,2023-12-27
72,73,65,8,414,2023-04-23
73,74,95,2,5517,2024-10-19
74,75,71,2,7333,2024-06-24
75,76,63,12,1776,2023-04-26
76,77,93,10,3230,2023-10-22
77,78,68,4,4585,2022-07-23
78,79,88,7,587,2023-02-07
79,80,45,15,3059,2022-06-07
80,81,2,3,2941,2024-07-22
81,82,18,15,8485,2024-06-09
82,83,93,19,3299,2024-11-02
83,84,27,3,1306,2024-01-10
84,85,73,11,827,2023-05-05
85,86,40,11,3300,2023-06-09
86,87,65,8,7908,2022-09-27
87,88,18,7,8952,2024-09-05
88,89,92,6,7711,2024-02-09
89,90,58,3,8767,2023-11-15
90,91,42,10,5156,2022-06-19
91,92,69,6,5924,2024-06-25
92,93,65,12,5917,2023-08-26
93,94,59,20,8144,2023-11-02
94,95,52,14,154,2024-04-10
95,96,86,15,398,2024-07-21
96,97,2,14,2846,2022-04-24
97,98,84,5,2604,2022-08-01
98,99,82,19,2932,2023-11-27
99,100,58,10,2097,2022-03-07
