
,transaction_id,product_id,quantity,total_transaction_amount,transaction_date
0,1,43,15,3132,2023-05-09
1,2,4,7,9778,2022-11-04
2,3,22,12,7724,2023-10-26
3,4,74,5,8799,2023-05-11
4,5,4,4,953,2022-09-05
5,6,72,16,9393,2023-02-22
6,7,22,13,4144,2023-07-01
7,8,22,4,6304,2022-10-27
8,9,48,19,7865,2022-07-11
9,10,10,20,9480,2024-04-17
10,11,26,12,7104,2024-04-14
11,12,61,5,4588,2022-11-22
12,13,21,9,5467,2024-11-02
13,14,94,8,3610,2023-08-03
14,15,17,4,1552,2024-08-03
15,16,51,6,9728,2022-05-08
16,17,23,16,1317,2024-06-13
17,18,49,12,2028,2024-10-06
18,19,100,3,6488,2024-08-03
19,20,79,17,4483,2022-12-23
20,21,4,9,7946,2023-04-20
21,22,3,6,4742,2022-03-21
22,23,12,15,2930,2024-04-11
23,24,42,5,8509,2023-04-26
24,25,33,20,2716,2024-08-11
25,26,54,7,4015,2022-01-06
26,27,7,11,270,2024-07-13
27,28,47,19,8380,2024-12-19
28,29,62,6,9464,2022-03-16
29,30,46,13,1389,2024-06-02
30,31,67,17,5485,2024-10-13
31,32,75,12,2719,2024-11-14
32,33,1,10,1726,2022-09-23
33,34,36,7,1684,2024-07-25
34,35,61,15,9275,2024-06-05
35,36,31,8,3609,2024-11-06
36,37,54,14,9313,2023-05-02
37,38,53,17,196,2022-04-14
38,39,70,19,801,2024-04-27
39,40,42,10,5766,2024-11-24
40,41,49,16,8125,2023-05-12
41,42,100,18,3665,2024-04-27
42,43,60,3,5236,2023-03-18
43,44,23,6,7026,2022-11-26
44,45,86,2,4930,2024-07-27
45,46,5,17,8579,2024-10-13
46,47,69,12,6888,2023-09-21
47,48,38,6,1230,2024-06-14
48,49,27,8,9374,2024-06-15
49,50,59,3,4983,2023-05-05
50,51,40,16,5079,2022-01-06
51,52,17,13,9013,2024-07-22
52,53,86,16,3249,2024-04-04
53,54,82,18,2024,2022-03-26
54,55,71,2,7475,2024-09-11
55,56,56,14,2103,2022-03-20
56,57,65,18,9288,2022-05-02
57,58,5,1,3950,2022-04-20
58,59,13,8,8554,2024-09-14
59,60,84,3,3781,2024-11-10
60,61,70,4,1068,2022-05-23
61,62,44,4,945,2023-07-17
62,63,91,12,8667,2024-07-05
63,64,77,12,7796,2023-03-23
64,65,72,7,5264,2024-02-22
65,66,79,10,2930,2024-11-02
66,67,60,13,4072,2022-11-23
67,68,70,7,2560,2024-10-07
68,69,70,7,1185,2024-02-24
69,70,85,8,5073,2024-05-18
70,71,14,15,1156,2023-12-11
71,72,3,7,7152,2024-09-19
72,73,28,10,2345,2023-02-25
73,74,65,18,352,2023-05-08
74,75,41,1,7750,2024-12-22
75,76,73,15,3431,2022-09-05
76,77,89,20,9763,2023-11-13
77,78,70,18,5551,2024-01-11
78,79,11,10,3355,2024-08-04
79,80,29,17,8598,2023-08-07
80,81,10,15,8507,2024-02-17
81,82,14,20,4231,2023-05-05
82,83,6,10,8895,2024-06-06
83,84,25,2,5349,2023-02-03
84,85,54,16,6744,2024-04-13
85,86,17,1,8553,2022-08-08
86,87,35,11,4497,2023-10-11
87,88,35,5,7808,2024-07-20
88,89,62,10,9549,2024-09-27
89,90,15,1,4915,2024-01-21
90,91,76,5,9670,2022-03-14
91,92,17,11,3765,2023-04-06
92,93,1,6,5916,2022-06-22
93,94,62,5,4682,2022-12-06
94,95,99,5,1921,2024-11-04
95,96,41,11,259,2022-04-26
96,97,33,18,6850,2023-08-13
97,98,35,9,5873,2022-04-03
98,99,90,2,5075,2024-10-14
99,100,61,19,394,2024-03-24
