
,transaction_id,product_id,quantity,total_transaction_amount,transaction_date
0,1,56,12,372,2024-05-16
1,2,71,15,2304,2023-02-13
2,3,2,14,8504,2022-05-25
3,4,77,9,6111,2024-11-13
4,5,48,2,8757,2024-01-25
5,6,4,1,3335,2023-06-10
6,7,78,16,4086,2022-04-14
7,8,70,11,6539,2022-12-04
8,9,91,9,5923,2022-04-19
9,10,13,6,9221,2023-04-04
10,11,53,16,7262,2022-10-24
11,12,52,12,6227,2024-09-24
12,13,39,3,5045,2022-12-22
13,14,17,7,4498,2024-04-09
14,15,81,10,382,2023-07-05
15,16,75,13,9195,2022-03-14
16,17,29,20,2716,2022-09-18
17,18,7,2,750,2024-07-15
18,19,86,12,1362,2022-12-24
19,20,38,20,4089,2023-12-04
20,21,46,5,7009,2023-12-08
21,22,80,19,2326,2023-03-09
22,23,5,20,2291,2022-06-13
23,24,48,13,5291,2023-08-02
24,25,39,17,6889,2023-08-01
25,26,28,20,7608,2022-02-05
26,27,11,3,4197,2022-04-18
27,28,99,3,6634,2022-02-15
28,29,92,10,9506,2023-02-07
29,30,2,5,6844,2024-12-02
30,31,30,11,7208,2024-09-06
31,32,77,6,3783,2024-09-23
32,33,78,16,1546,2022-06-27
33,34,6,9,2159,2022-08-10
34,35,9,18,3483,2024-09-18
35,36,49,8,2602,2024-02-06
36,37,97,4,8358,2023-02-07
37,38,43,12,2314,2024-08-26
38,39,55,10,1308,2022-03-03
39,40,32,1,4169,2023-03-18
40,41,31,13,5084,2022-04-05
41,42,78,14,1032,2024-02-26
42,43,63,14,7401,2023-12-10
43,44,44,10,1706,2022-09-05
44,45,61,20,1806,2023-06-20
45,46,29,2,1635,2023-02-12
46,47,47,1,9136,2024-03-23
47,48,28,5,6884,2024-11-21
48,49,46,9,4342,2024-07-15
49,50,17,5,7515,2024-04-03
50,51,8,5,246,2023-09-25
51,52,74,10,913,2023-05-14
52,53,93,7,8298,2023-12-03
53,54,91,1,483,2022-08-20
54,55,16,15,9598,2024-03-04
55,56,45,13,770,2023-10-04
56,57,43,20,2324,2022-03-09
57,58,65,14,9037,2024-09-27
58,59,72,16,4887,2023-01-24
59,60,19,11,1095,2022-01-01
60,61,87,10,6755,2024-06-05
61,62,32,18,4876,2023-11-11
62,63,42,2,5056,2022-12-13
63,64,55,8,8655,2022-05-10
64,65,37,1,5542,2024-09-02
65,66,87,7,1711,2024-04-06
66,67,56,8,5554,2022-03-09
67,68,54,4,6201,2023-01-09
68,69,53,10,8441,2023-03-16
69,70,55,2,1427,2024-10-09
70,71,90,9,3276,2022-06-18
71,72,79,20,7184,2022-03-11
72,73,72,16,2689,2024-05-02
73,74,68,4,1778,2023-10-22
74,75,61,20,2282,2023-08-26
75,76,4,12,2542,2023-01-04
76,77,10,20,8127,2023-11-11
77,78,7,17,4485,2022-05-01
78,79,79,1,9414,2024-09-17
79,80,13,2,6580,2024-09-06
80,81,92,6,7551,2022-10-02
81,82,93,10,6711,2023-07-25
82,83,85,15,4467,2024-11-05
83,84,98,8,3178,2022-04-23
84,85,87,1,7688,2023-08-26
85,86,95,9,9826,2022-05-06
86,87,82,17,7701,2023-12-13
87,88,74,8,8044,2022-10-27
88,89,4,15,3206,2024-09-19
89,90,38,16,5258,2024-06-19
90,91,41,12,7651,2023-09-01
91,92,20,2,947,2024-07-11
92,93,14,9,6703,2022-06-27
93,94,13,18,7980,2022-09-14
94,95,48,11,6060,2024-02-22
95,96,93,1,8944,2023-07-04
96,97,63,19,9487,2023-05-16
97,98,92,6,6787,2023-04-10
98,99,61,18,4009,2023-05-05
99,100,73,16,3056,2024-08-13
