
,transaction_id,product_id,quantity,total_transaction_amount,transaction_date
0,1,27,10,5510,2023-07-11
1,2,17,14,1286,2023-03-12
2,3,96,7,4811,2023-08-25
3,4,74,10,2137,2024-09-11
4,5,97,11,6959,2022-03-18
5,6,39,1,4634,2024-08-08
6,7,51,6,4147,2024-12-26
7,8,93,6,2230,2023-12-13
8,9,56,1,2693,2024-02-23
9,10,93,8,6395,2022-08-26
10,11,95,12,7255,2023-04-22
11,12,74,8,8976,2024-02-22
12,13,65,18,9217,2023-09-05
13,14,80,15,6578,2022-05-17
14,15,75,5,6462,2023-05-22
15,16,87,17,3771,2022-04-23
16,17,12,3,126,2023-11-14
17,18,51,18,3631,2022-03-18
18,19,97,17,8280,2023-02-12
19,20,32,14,6938,2023-07-04
20,21,72,4,1021,2022-11-25
21,22,73,13,1707,2022-01-27
22,23,58,19,3213,2024-04-15
23,24,28,5,6339,2023-07-11
24,25,30,14,6848,2023-07-02
25,26,59,13,6563,2022-12-13
26,27,33,18,8274,2023-02-13
27,28,67,15,6214,2022-11-01
28,29,84,9,7478,2023-12-12
29,30,23,20,7060,2022-11-26
30,31,46,3,9135,2023-07-11
31,32,47,13,7940,2024-12-12
32,33,8,4,5498,2023-05-12
33,34,7,19,6707,2023-12-07
34,35,1,6,8208,2023-07-25
35,36,6,19,8612,2022-09-16
36,37,17,18,2934,2024-08-23
37,38,20,11,3192,2023-02-14
38,39,6,11,208,2024-06-22
39,40,49,7,1835,2023-10-14
40,41,14,13,8877,2023-08-21
41,42,63,6,3666,2023-07-11
42,43,28,7,896,2024-05-19
43,44,39,1,8410,2022-05-26
44,45,49,7,9535,2023-01-19
45,46,68,16,1292,2024-08-10
46,47,25,19,1953,2023-08-12
47,48,24,4,5299,2023-12-22
48,49,4,2,3880,2024-02-26
49,50,21,17,825,2022-11-11
50,51,92,1,260,2024-12-12
51,52,89,15,6283,2023-07-09
52,53,51,20,8028,2022-08-15
53,54,2,18,5333,2023-12-27
54,55,16,11,5729,2022-09-26
55,56,97,11,764,2023-02-10
56,57,98,6,4593,2023-03-02
57,58,86,7,5418,2024-04-20
58,59,64,15,9810,2022-07-13
59,60,63,18,7094,2024-07-25
60,61,62,20,4267,2024-09-07
61,62,6,20,7870,2022-06-07
62,63,53,20,3066,2024-10-01
63,64,69,16,6077,2024-11-17
64,65,25,10,8865,2022-07-12
65,66,97,20,2600,2024-04-15
66,67,34,2,7279,2023-06-17
67,68,85,6,4757,2022-11-04
68,69,41,6,8645,2022-05-24
69,70,91,12,8477,2023-04-21
70,71,20,11,4716,2022-04-07
71,72,23,11,3446,2024-03-23
72,73,8,17,2911,2023-09-14
73,74,97,9,8258,2024-10-08
74,75,66,20,7495,2024-08-07
75,76,28,11,1928,2023-06-08
76,77,44,11,1201,2022-09-09
77,78,76,19,1058,2024-05-12
78,79,54,2,1954,2022-11-24
79,80,60,1,7681,2024-08-23
80,81,59,8,8129,2024-04-14
81,82,36,15,9062,2022-10-16
82,83,7,18,9452,2024-06-19
83,84,43,11,840,2024-09-07
84,85,76,8,3835,2023-01-19
85,86,63,15,7699,2023-05-17
86,87,86,9,5550,2023-02-06
87,88,87,5,7906,2024-07-09
88,89,10,15,9504,2022-04-11
89,90,50,18,8303,2024-04-26
90,91,48,1,2605,2024-03-27
91,92,94,15,2339,2024-09-16
92,93,90,1,3884,2023-08-23
93,94,59,3,1720,2022-09-02
94,95,97,13,6942,2022-02-20
95,96,75,14,4431,2024-10-05
96,97,55,1,1774,2022-09-13
97,98,32,12,3316,2022-02-09
98,99,19,20,4658,2022-05-04
99,100,21,9,2041,2024-06-03
