
,transaction_id,product_id,quantity,total_transaction_amount,transaction_date
0,1,36,11,6130,2024-02-09
1,2,26,4,9847,2024-06-18
2,3,93,18,8360,2022-07-12
3,4,36,20,9184,2023-07-20
4,5,5,13,9262,2022-08-24
5,6,53,20,721,2023-08-27
6,7,63,13,144,2023-12-21
7,8,64,19,7700,2022-12-24
8,9,56,3,9143,2022-04-20
9,10,48,14,3194,2024-12-13
10,11,85,10,7639,2023-10-19
11,12,19,14,1115,2024-07-06
12,13,76,3,6436,2023-02-18
13,14,75,11,8895,2022-10-03
14,15,95,4,9871,2022-04-21
15,16,83,19,242,2023-03-16
16,17,22,18,8964,2023-12-04
17,18,4,2,6375,2023-09-15
18,19,19,13,9409,2024-10-10
19,20,49,5,5071,2024-08-02
20,21,47,11,4574,2024-09-25
21,22,51,7,2418,2023-01-26
22,23,96,6,4335,2024-06-16
23,24,92,4,7482,2023-09-27
24,25,32,4,3121,2022-07-24
25,26,27,6,6051,2022-12-04
26,27,81,17,6828,2023-10-22
27,28,39,3,7596,2023-09-07
28,29,43,2,4977,2022-09-13
29,30,94,15,9788,2023-07-25
30,31,70,20,6015,2024-12-06
31,32,94,3,515,2024-08-05
32,33,20,2,7063,2023-05-21
33,34,26,11,7025,2024-06-10
34,35,56,12,1929,2023-07-21
35,36,76,15,2211,2022-12-04
36,37,9,7,8947,2024-11-08
37,38,56,14,3796,2024-09-13
38,39,22,4,3091,2022-01-13
39,40,42,14,1956,2022-03-01
40,41,93,14,558,2024-08-01
41,42,90,3,5172,2024-03-13
42,43,48,13,4041,2022-09-10
43,44,51,11,8701,2022-05-11
44,45,16,11,9186,2024-01-16
45,46,13,20,5362,2022-07-09
46,47,83,11,8893,2022-04-02
47,48,24,16,7420,2023-10-09
48,49,66,19,7574,2022-05-07
49,50,71,17,6676,2023-08-17
50,51,60,15,1261,2024-03-07
51,52,82,16,6231,2023-12-08
52,53,84,11,4249,2023-09-07
53,54,60,13,8745,2022-10-22
54,55,16,7,8688,2023-12-09
55,56,82,1,3172,2023-09-22
56,57,29,4,8155,2022-11-22
57,58,96,1,4955,2023-04-04
58,59,96,13,4804,2022-08-27
59,60,77,3,5635,2023-01-09
60,61,92,7,9089,2022-05-12
61,62,27,8,1051,2023-04-24
62,63,94,9,4595,2022-07-15
63,64,57,10,2703,2023-08-11
64,65,25,20,3083,2023-01-27
65,66,22,7,2117,2023-05-06
66,67,17,2,662,2022-06-02
67,68,90,4,544,2023-02-19
68,69,84,3,1293,2022-01-06
69,70,43,9,6847,2022-08-26
70,71,84,19,588,2022-03-21
71,72,91,15,3664,2022-11-24
72,73,27,8,4021,2023-09-25
73,74,99,12,8584,2023-01-07
74,75,79,11,6380,2022-01-22
75,76,37,15,2976,2023-03-13
76,77,32,11,5171,2024-11-06
77,78,81,14,1854,2022-09-19
78,79,66,19,8980,2024-01-07
79,80,28,4,9639,2023-04-03
80,81,95,3,1712,2024-11-18
81,82,82,3,955,2022-02-09
82,83,54,1,1058,2023-08-07
83,84,41,7,5255,2024-08-12
84,85,52,12,3863,2024-02-14
85,86,12,14,1837,2022-05-17
86,87,100,10,9205,2022-07-05
87,88,48,15,4476,2022-08-14
88,89,65,16,5107,2023-09-27
89,90,24,7,8394,2024-04-13
90,91,78,15,1534,2023-06-09
91,92,46,16,9973,2022-03-18
92,93,91,10,2207,2023-09-27
93,94,99,2,5249,2024-12-07
94,95,82,17,8535,2023-05-23
95,96,14,4,7380,2024-09-10
96,97,25,13,6745,2022-09-09
97,98,98,4,7606,2023-05-03
98,99,30,11,2104,2024-08-23
99,100,14,8,5041,2024-02-10
