
,transaction_id,product_id,quantity,total_transaction_amount,transaction_date
0,1,5,11,7088,2023-12-06
1,2,29,20,1399,2023-12-11
2,3,92,12,7761,2022-01-08
3,4,96,3,2197,2024-05-10
4,5,67,20,997,2023-02-04
5,6,60,20,543,2022-10-08
6,7,43,15,5873,2022-06-09
7,8,2,13,4686,2023-12-24
8,9,89,7,5307,2024-09-26
9,10,13,11,1706,2023-12-16
10,11,67,9,5491,2023-12-16
11,12,12,10,2446,2024-10-08
12,13,68,20,489,2023-06-17
13,14,97,16,5843,2024-07-18
14,15,38,2,3702,2022-06-14
15,16,45,2,1271,2022-01-06
16,17,31,11,2108,2024-11-26
17,18,39,3,3242,2023-03-03
18,19,6,13,1139,2024-02-18
19,20,86,2,4946,2022-02-25
20,21,40,3,2487,2022-11-09
21,22,77,18,9363,2022-07-11
22,23,74,9,9264,2022-07-22
23,24,78,10,4779,2022-01-09
24,25,36,9,7692,2024-06-14
25,26,29,14,2071,2022-10-27
26,27,39,11,8816,2024-11-12
27,28,11,15,3788,2022-08-06
28,29,44,4,8630,2023-07-13
29,30,28,12,8128,2023-12-03
30,31,60,1,9444,2022-02-18
31,32,42,15,2872,2024-04-04
32,33,82,19,2654,2022-08-12
33,34,89,7,5526,2023-12-27
34,35,7,7,5743,2024-06-22
35,36,32,18,8375,2024-11-27
36,37,80,2,5348,2022-03-05
37,38,24,3,8650,2024-08-12
38,39,93,6,3972,2023-02-09
39,40,27,6,2918,2022-12-16
40,41,47,1,2721,2022-08-25
41,42,52,20,9122,2022-01-24
42,43,57,19,467,2022-04-07
43,44,10,6,4632,2022-06-15
44,45,72,7,3362,2024-09-19
45,46,66,14,240,2024-04-03
46,47,66,1,8539,2022-06-22
47,48,83,7,6965,2023-11-01
48,49,43,12,1988,2022-06-20
49,50,29,7,1390,2022-02-05
50,51,4,10,1338,2022-01-13
51,52,64,10,3193,2023-02-27
52,53,1,7,5780,2022-07-08
53,54,88,17,3746,2024-07-20
54,55,24,4,5553,2022-09-01
55,56,70,14,4063,2023-05-11
56,57,100,1,201,2024-05-06
57,58,56,13,6440,2024-06-02
58,59,59,7,4718,2024-12-17
59,60,73,8,8126,2024-03-02
60,61,51,15,7618,2024-07-25
61,62,64,4,518,2024-12-15
62,63,94,20,8821,2024-02-17
63,64,73,7,1629,2023-08-23
64,65,49,6,3079,2024-06-08
65,66,73,17,8073,2024-05-09
66,67,29,9,4694,2024-06-19
67,68,2,3,9093,2022-09-19
68,69,77,20,9068,2023-07-05
69,70,29,15,2579,2024-01-27
70,71,57,9,7271,2024-09-07
71,72,30,19,367,2023-04-04
72,73,82,15,2936,2023-09-04
73,74,13,18,8153,2024-10-21
74,75,80,12,8884,2022-04-15
75,76,16,3,7547,2022-02-13
76,77,88,3,7988,2022-03-16
77,78,4,8,4119,2024-01-16
78,79,60,3,2951,2023-12-21
79,80,4,3,1339,2023-04-15
80,81,65,18,3571,2022-04-14
81,82,52,13,8066,2023-04-14
82,83,3,6,9198,2024-10-01
83,84,36,1,9265,2023-07-04
84,85,87,13,3847,2022-11-14
85,86,45,17,7832,2023-07-03
86,87,90,18,9640,2022-02-12
87,88,33,13,8373,2022-01-26
88,89,37,5,6973,2024-06-12
89,90,36,14,7650,2024-06-01
90,91,40,15,6969,2023-07-04
91,92,88,9,5493,2023-10-06
92,93,90,20,7815,2022-09-06
93,94,95,11,9502,2022-02-17
94,95,74,10,369,2024-06-06
95,96,8,14,1733,2024-05-09
96,97,75,3,9066,2024-09-27
97,98,95,15,9496,2022-10-26
98,99,93,2,8752,2024-07-16
99,100,5,9,4732,2024-10-12
